स्थिति,सूत्र
ये हि,-
हि संस्पर्शजास्,-
संस्पर्शजास् भोगास्,-
संस्पर्शजारुँ भोगास्,[[ससजुषो रुः (8.2.66)]]
संस्पर्शजार् भोगास्,[[तस्य लोपः (1.3.9)]]
संस्पर्शजाय् भोगास्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
संस्पर्शजा भोगास्,[[हलि सर्वेषाम् (8.3.22)]]
भोगास् दुःखयोनयस्,-
भोगारुँ दुःखयोनयस्,[[ससजुषो रुः (8.2.66)]]
भोगार् दुःखयोनयस्,[[तस्य लोपः (1.3.9)]]
भोगाय् दुःखयोनयस्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
भोगा दुःखयोनयस्,[[हलि सर्वेषाम् (8.3.22)]]
दुःखयोनयस् एव,-
दुःखयोनयरुँ एव,[[ससजुषो रुः (8.2.66)]]
दुःखयोनयर् एव,[[तस्य लोपः (1.3.9)]]
दुःखयोनयय् एव,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
दुःखयोनय एव,[[लोपः शाकल्यस्य (8.3.19)]]
एव ते,-
ते,-
आदि अन्तवन्तस्,-
आद्यन्तवन्तस्,[[इको यणचि (6.1.77)]]
आद्यन्तवन्तस् कौन्तेय,-
आद्यन्तवन्तरुँ कौन्तेय,[[ससजुषो रुः (8.2.66)]]
आद्यन्तवन्तर् कौन्तेय,[[तस्य लोपः (1.3.9)]]
आद्यन्तवन्तः कौन्तेय,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
आद्यन्तवन्तः कौन्तेय,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कौन्तेय न,-
न तेषु,-
तेषु रमते,-
रमते बुधस्,-
बुधस्,-
बुधरुँ,[[ससजुषो रुः (8.2.66)]]
बुधर्,[[तस्य लोपः (1.3.9)]]
बुधः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
