स्थिति,सूत्र
यत्र योगेश्वरस्,-
योगेश्वरस् कृष्णस्,-
योगेश्वररुँ कृष्णस्,[[ससजुषो रुः (8.2.66)]]
योगेश्वरर् कृष्णस्,[[तस्य लोपः (1.3.9)]]
योगेश्वरः कृष्णस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
योगेश्वरः कृष्णस्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कृष्णस् यत्र,-
कृष्णरुँ यत्र,[[ससजुषो रुः (8.2.66)]]
कृष्णर् यत्र,[[तस्य लोपः (1.3.9)]]
कृष्ण उ यत्र,[[हशि च (6.1.114)]]
कृष्णो यत्र,[[आद्गुणः (6.1.87)]]
यत्र पार्थस्,-
पार्थस् धनुर्धरस्,-
पार्थरुँ धनुर्धरस्,[[ससजुषो रुः (8.2.66)]]
पार्थर् धनुर्धरस्,[[तस्य लोपः (1.3.9)]]
पार्थ उ धनुर्धरस्,[[हशि च (6.1.114)]]
पार्थो धनुर्धरस्,[[आद्गुणः (6.1.87)]]
धनुर्धरस्,-
धनुर्धररुँ,[[ससजुषो रुः (8.2.66)]]
धनुर्धरर्,[[तस्य लोपः (1.3.9)]]
धनुर्धरः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तत्र श्रीस्,-
श्रीस् विजयस्,-
श्रीरुँ विजयस्,[[ससजुषो रुः (8.2.66)]]
श्रीर् विजयस्,[[तस्य लोपः (1.3.9)]]
विजयस् भूतिस्,-
विजयरुँ भूतिस्,[[ससजुषो रुः (8.2.66)]]
विजयर् भूतिस्,[[तस्य लोपः (1.3.9)]]
विजय उ भूतिस्,[[हशि च (6.1.114)]]
विजयो भूतिस्,[[आद्गुणः (6.1.87)]]
भूतिस् ध्रुवा,-
भूतिरुँ ध्रुवा,[[ससजुषो रुः (8.2.66)]]
भूतिर् ध्रुवा,[[तस्य लोपः (1.3.9)]]
ध्रुवा नीतिस्,-
नीतिस् मतिस्,-
नीतिरुँ मतिस्,[[ससजुषो रुः (8.2.66)]]
नीतिर् मतिस्,[[तस्य लोपः (1.3.9)]]
मतिस् मम,-
मतिरुँ मम,[[ससजुषो रुः (8.2.66)]]
मतिर् मम,[[तस्य लोपः (1.3.9)]]
मम,-
