स्थिति,सूत्र
यस् न,-
यरुँ न,[[ससजुषो रुः (8.2.66)]]
यर् न,[[तस्य लोपः (1.3.9)]]
य उ न,[[हशि च (6.1.114)]]
यो न,[[आद्गुणः (6.1.87)]]
न हृष्यति,-
हृष्यति न,-
न द्वेष्टि,-
द्वेष्टि न,-
न शोचति,-
शोचति न,-
न काङ्क्षति,-
काङ्क्षति,-
शुभाशुभपरित्यागी भक्तिमान्,-
भक्तिमान् यस्,-
यस् सस्,-
यरुँ सस्,[[ससजुषो रुः (8.2.66)]]
यर् सस्,[[तस्य लोपः (1.3.9)]]
यः सस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यः सस्,[[वा शरि (8.3.36)]]
सस् मे,-
स मे,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
मे प्रियस्,-
प्रियस्,-
प्रियरुँ,[[ससजुषो रुः (8.2.66)]]
प्रियर्,[[तस्य लोपः (1.3.9)]]
प्रियः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
