स्थिति,सूत्र
माम् हि,-
मां हि,[[मोऽनुस्वारः (8.3.23)]]
हि पार्थ,-
पार्थ व्यपाश्रित्य,-
व्यपाश्रित्य ये,-
ये अपि,-
येऽपि,[[एङः पदान्तादति (6.1.109)]]
येऽपि स्युस्,-
स्युस् पापयोनयस्,-
स्युरुँ पापयोनयस्,[[ससजुषो रुः (8.2.66)]]
स्युर् पापयोनयस्,[[तस्य लोपः (1.3.9)]]
स्युः पापयोनयस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
स्युः पापयोनयस्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पापयोनयस्,-
पापयोनयरुँ,[[ससजुषो रुः (8.2.66)]]
पापयोनयर्,[[तस्य लोपः (1.3.9)]]
पापयोनयः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
स्त्रियस् वैश्यास्,-
स्त्रियरुँ वैश्यास्,[[ससजुषो रुः (8.2.66)]]
स्त्रियर् वैश्यास्,[[तस्य लोपः (1.3.9)]]
स्त्रिय उ वैश्यास्,[[हशि च (6.1.114)]]
स्त्रियो वैश्यास्,[[आद्गुणः (6.1.87)]]
वैश्यास् तथा,-
वैश्यारुँ तथा,[[ससजुषो रुः (8.2.66)]]
वैश्यार् तथा,[[तस्य लोपः (1.3.9)]]
वैश्याः तथा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
वैश्यास् तथा,[[विसर्जनीयस्य सः (8.3.34)]]
तथा शूद्रास्,-
शूद्रास् ते,-
शूद्रारुँ ते,[[ससजुषो रुः (8.2.66)]]
शूद्रार् ते,[[तस्य लोपः (1.3.9)]]
शूद्राः ते,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
शूद्रास् ते,[[विसर्जनीयस्य सः (8.3.34)]]
ते अपि,-
तेऽपि,[[एङः पदान्तादति (6.1.109)]]
तेऽपि यान्ति,-
यान्ति पराम्,-
पराम् गतिम्,-
परां गतिम्,[[मोऽनुस्वारः (8.3.23)]]
गतिम्,-
