स्थिति,सूत्र
तत् इति,-
तद् इति,[[झलां जशोऽन्ते (8.2.39)]]
इति अनभिसन्धाय,-
इत्यनभिसन्धाय,[[इको यणचि (6.1.77)]]
इत्यनभिसन्धाय फलम्,-
फलम् यज्ञतपःक्रियास्,-
फलं यज्ञतपःक्रियास्,[[मोऽनुस्वारः (8.3.23)]]
यज्ञतपःक्रियास्,-
यज्ञतपःक्रियारुँ,[[ससजुषो रुः (8.2.66)]]
यज्ञतपःक्रियार्,[[तस्य लोपः (1.3.9)]]
यज्ञतपःक्रियाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
दानक्रियास् च,-
दानक्रियारुँ च,[[ससजुषो रुः (8.2.66)]]
दानक्रियार् च,[[तस्य लोपः (1.3.9)]]
दानक्रियाः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
दानक्रियास् च,[[विसर्जनीयस्य सः (8.3.34)]]
दानक्रियाश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च विविधास्,-
विविधास् क्रियन्ते,-
विविधारुँ क्रियन्ते,[[ससजुषो रुः (8.2.66)]]
विविधार् क्रियन्ते,[[तस्य लोपः (1.3.9)]]
विविधाः क्रियन्ते,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
विविधाः क्रियन्ते,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
क्रियन्ते मोक्षकाङ्क्षिभिस्,-
मोक्षकाङ्क्षिभिस्,-
मोक्षकाङ्क्षिभिरुँ,[[ससजुषो रुः (8.2.66)]]
मोक्षकाङ्क्षिभिर्,[[तस्य लोपः (1.3.9)]]
मोक्षकाङ्क्षिभिः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
