स्थिति,सूत्र
यम् हि,-
यं हि,[[मोऽनुस्वारः (8.3.23)]]
हि न,-
न व्यथयन्ति,-
व्यथयन्ति एते,-
व्यथयन्त्येते,[[इको यणचि (6.1.77)]]
व्यथयन्त्येते पुरुषम्,-
पुरुषम् पुरुषर्षभ,-
पुरुषं पुरुषर्षभ,[[मोऽनुस्वारः (8.3.23)]]
पुरुषर्षभ,-
समदुःखसुखम् धीरम्,-
समदुःखसुखं धीरम्,[[मोऽनुस्वारः (8.3.23)]]
धीरम् सस्,-
धीरं सस्,[[मोऽनुस्वारः (8.3.23)]]
सस् अमृतत्वाय,-
सरुँ अमृतत्वाय,[[ससजुषो रुः (8.2.66)]]
सर् अमृतत्वाय,[[तस्य लोपः (1.3.9)]]
स उ अमृतत्वाय,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
सो अमृतत्वाय,[[आद्गुणः (6.1.87)]]
सोऽमृतत्वाय,[[एङः पदान्तादति (6.1.109)]]
सोऽमृतत्वाय कल्पते,-
कल्पते,-
