स्थिति,सूत्र
अथ चेत्,-
चेत् त्वम्,-
चेद् त्वम्,[[झलां जशोऽन्ते (8.2.39)]]
चेत् त्वम्,[[खरि च (8.4.55)]]
त्वम् इमम्,-
इमम् धर्म्यम्,-
इमं धर्म्यम्,[[मोऽनुस्वारः (8.3.23)]]
धर्म्यम् सङ्ग्रामम्,-
धर्म्यं सङ्ग्रामम्,[[मोऽनुस्वारः (8.3.23)]]
सङ्ग्रामम् न,-
सङ्ग्रामं न,[[मोऽनुस्वारः (8.3.23)]]
न करिष्यसि,-
करिष्यसि,-
ततस् स्वधर्मम्,-
ततरुँ स्वधर्मम्,[[ससजुषो रुः (8.2.66)]]
ततर् स्वधर्मम्,[[तस्य लोपः (1.3.9)]]
ततः स्वधर्मम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
ततः स्वधर्मम्,[[वा शरि (8.3.36)]]
स्वधर्मम् कीर्तिम्,-
स्वधर्मं कीर्तिम्,[[मोऽनुस्वारः (8.3.23)]]
कीर्तिम् च,-
कीर्तिं च,[[मोऽनुस्वारः (8.3.23)]]
च हित्वा,-
हित्वा पापम्,-
पापम् अवाप्स्यसि,-
अवाप्स्यसि,-
