स्थिति,सूत्र
एवम् परम्पराप्राप्तम्,-
एवं परम्पराप्राप्तम्,[[मोऽनुस्वारः (8.3.23)]]
परम्पराप्राप्तम् इमम्,-
इमम् राजर्षयस्,-
इमं राजर्षयस्,[[मोऽनुस्वारः (8.3.23)]]
राजर्षयस् विदुस्,-
राजर्षयरुँ विदुस्,[[ससजुषो रुः (8.2.66)]]
राजर्षयर् विदुस्,[[तस्य लोपः (1.3.9)]]
राजर्षय उ विदुस्,[[हशि च (6.1.114)]]
राजर्षयो विदुस्,[[आद्गुणः (6.1.87)]]
विदुस्,-
विदुरुँ,[[ससजुषो रुः (8.2.66)]]
विदुर्,[[तस्य लोपः (1.3.9)]]
विदुः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सस् कालेन,-
स कालेन,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
कालेन इह,-
कालेनेह,[[आद्गुणः (6.1.87)]]
कालेनेह महता,-
महता योगस्,-
योगस् नष्टस्,-
योगरुँ नष्टस्,[[ससजुषो रुः (8.2.66)]]
योगर् नष्टस्,[[तस्य लोपः (1.3.9)]]
योग उ नष्टस्,[[हशि च (6.1.114)]]
योगो नष्टस्,[[आद्गुणः (6.1.87)]]
नष्टस् परन्तप,-
नष्टरुँ परन्तप,[[ससजुषो रुः (8.2.66)]]
नष्टर् परन्तप,[[तस्य लोपः (1.3.9)]]
नष्टः परन्तप,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
नष्टः परन्तप,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
परन्तप,-
