स्थिति,सूत्र
क्षिप्रम् भवति,-
क्षिप्रं भवति,[[मोऽनुस्वारः (8.3.23)]]
भवति धर्मात्मा,-
धर्मात्मा शश्वत्,-
शश्वत् शान्तिम्,-
शश्वद् शान्तिम्,[[झलां जशोऽन्ते (8.2.39)]]
शश्वज् शान्तिम्,[[स्तोः श्चुना श्चुः (8.4.40)]]
शश्वच् शान्तिम्,[[खरि च (8.4.55)]]
शश्वच्छान्तिम्,[[शशछोऽटि (8.4.63)]]
शश्वच्छान्तिम् निगच्छति,-
शश्वच्छान्तिं निगच्छति,[[मोऽनुस्वारः (8.3.23)]]
निगच्छति,-
कौन्तेय प्रतिजानीहि,-
प्रतिजानीहि न,-
न मे,-
मे भक्तस्,-
भक्तस् प्रणश्यति,-
भक्तरुँ प्रणश्यति,[[ससजुषो रुः (8.2.66)]]
भक्तर् प्रणश्यति,[[तस्य लोपः (1.3.9)]]
भक्तः प्रणश्यति,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
भक्तः प्रणश्यति,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्रणश्यति,-
