स्थिति,सूत्र
निश्चयम् शृणु,-
निश्चयं शृणु,[[मोऽनुस्वारः (8.3.23)]]
शृणु मे,-
मे तत्र,-
तत्र त्यागे,-
त्यागे भरतसत्तम,-
भरतसत्तम,-
त्यागस् हि,-
त्यागरुँ हि,[[ससजुषो रुः (8.2.66)]]
त्यागर् हि,[[तस्य लोपः (1.3.9)]]
त्याग उ हि,[[हशि च (6.1.114)]]
त्यागो हि,[[आद्गुणः (6.1.87)]]
हि पुरुषव्याघ्र,-
पुरुषव्याघ्र त्रिविधस्,-
त्रिविधस् सम्प्रकीर्तितस्,-
त्रिविधरुँ सम्प्रकीर्तितस्,[[ससजुषो रुः (8.2.66)]]
त्रिविधर् सम्प्रकीर्तितस्,[[तस्य लोपः (1.3.9)]]
त्रिविधः सम्प्रकीर्तितस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
त्रिविधः सम्प्रकीर्तितस्,[[वा शरि (8.3.36)]]
सम्प्रकीर्तितस्,-
सम्प्रकीर्तितरुँ,[[ससजुषो रुः (8.2.66)]]
सम्प्रकीर्तितर्,[[तस्य लोपः (1.3.9)]]
सम्प्रकीर्तितः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
