स्थिति,सूत्र
पुरुषस् सस्,-
पुरुषरुँ सस्,[[ससजुषो रुः (8.2.66)]]
पुरुषर् सस्,[[तस्य लोपः (1.3.9)]]
पुरुषः सस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
पुरुषः सस्,[[वा शरि (8.3.36)]]
सस् परस्,-
स परस्,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
परस् पार्थ,-
पररुँ पार्थ,[[ससजुषो रुः (8.2.66)]]
परर् पार्थ,[[तस्य लोपः (1.3.9)]]
परः पार्थ,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
परः पार्थ,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पार्थ भक्त्या,-
भक्त्या लभ्यस्,-
लभ्यस् तु,-
लभ्यरुँ तु,[[ससजुषो रुः (8.2.66)]]
लभ्यर् तु,[[तस्य लोपः (1.3.9)]]
लभ्यः तु,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
लभ्यस् तु,[[विसर्जनीयस्य सः (8.3.34)]]
तु अनन्यया,-
त्वनन्यया,[[इको यणचि (6.1.77)]]
त्वनन्यया,-
यस्य अन्तःस्थानि,-
यस्यान्तःस्थानि,[[अकः सवर्णे दीर्घः (6.1.101)]]
यस्यान्तःस्थानि भूतानि,-
भूतानि येन,-
येन सर्वम्,-
सर्वम् इदम्,-
इदम् ततम्,-
इदं ततम्,[[मोऽनुस्वारः (8.3.23)]]
ततम्,-
