स्थिति,सूत्र
न च,-
च मत्स्थानि,-
मत्स्थानि भूतानि,-
भूतानि पश्य,-
पश्य मे,-
मे योगम्,-
योगम् ऐश्वरम्,-
ऐश्वरम्,-
भूतभृत् न,-
भूतभृद् न,[[झलां जशोऽन्ते (8.2.39)]]
भूतभृन् न,[[यरोऽनुनासिकेऽनुनासिको वा (8.4.45)]]
न च,-
च भूतस्थस्,-
भूतस्थस् मम,-
भूतस्थरुँ मम,[[ससजुषो रुः (8.2.66)]]
भूतस्थर् मम,[[तस्य लोपः (1.3.9)]]
भूतस्थ उ मम,[[हशि च (6.1.114)]]
भूतस्थो मम,[[आद्गुणः (6.1.87)]]
मम आत्मा,-
ममात्मा,[[अकः सवर्णे दीर्घः (6.1.101)]]
ममात्मा भूतभावनस्,-
भूतभावनस्,-
भूतभावनरुँ,[[ससजुषो रुः (8.2.66)]]
भूतभावनर्,[[तस्य लोपः (1.3.9)]]
भूतभावनः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
