स्थिति,सूत्र
एतत् मे,-
एतद् मे,[[झलां जशोऽन्ते (8.2.39)]]
एतन् मे,[[यरोऽनुनासिकेऽनुनासिको वा (8.4.45)]]
मे संशयम्,-
संशयम् कृष्ण,-
संशयं कृष्ण,[[मोऽनुस्वारः (8.3.23)]]
कृष्ण छेत्तुम्,-
छेत्तुम् अर्हसि,-
अर्हसि अशेषतस्,-
अर्हस्यशेषतस्,[[इको यणचि (6.1.77)]]
अर्हस्यशेषतस्,-
अर्हस्यशेषतरुँ,[[ससजुषो रुः (8.2.66)]]
अर्हस्यशेषतर्,[[तस्य लोपः (1.3.9)]]
अर्हस्यशेषतः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
त्वत् अन्यस्,-
त्वद् अन्यस्,[[झलां जशोऽन्ते (8.2.39)]]
अन्यस् संशयस्य,-
अन्यरुँ संशयस्य,[[ससजुषो रुः (8.2.66)]]
अन्यर् संशयस्य,[[तस्य लोपः (1.3.9)]]
अन्यः संशयस्य,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अन्यः संशयस्य,[[वा शरि (8.3.36)]]
संशयस्य अस्य,-
संशयस्यास्य,[[अकः सवर्णे दीर्घः (6.1.101)]]
संशयस्यास्य छेत्ता,-
छेत्ता न,-
न हि,-
हि उपपद्यते,-
ह्युपपद्यते,[[इको यणचि (6.1.77)]]
ह्युपपद्यते,-
