स्थिति,सूत्र
एवम् ज्ञात्वा,-
एवं ज्ञात्वा,[[मोऽनुस्वारः (8.3.23)]]
ज्ञात्वा कृतम्,-
कृतम् कर्म,-
कृतं कर्म,[[मोऽनुस्वारः (8.3.23)]]
कर्म पूर्वैस्,-
पूर्वैस् अपि,-
पूर्वैरुँ अपि,[[ससजुषो रुः (8.2.66)]]
पूर्वैर् अपि,[[तस्य लोपः (1.3.9)]]
अपि मुमुक्षुभिस्,-
मुमुक्षुभिस्,-
मुमुक्षुभिरुँ,[[ससजुषो रुः (8.2.66)]]
मुमुक्षुभिर्,[[तस्य लोपः (1.3.9)]]
मुमुक्षुभिः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
कुरु कर्म,-
कर्म एव,-
कर्मैव,[[वृद्धिरेचि (6.1.88)]]
कर्मैव तस्मात्,-
तस्मात् त्वम्,-
तस्माद् त्वम्,[[झलां जशोऽन्ते (8.2.39)]]
तस्मात् त्वम्,[[खरि च (8.4.55)]]
त्वम् पूर्वैस्,-
त्वं पूर्वैस्,[[मोऽनुस्वारः (8.3.23)]]
पूर्वैस् पूर्वतरम्,-
पूर्वैरुँ पूर्वतरम्,[[ससजुषो रुः (8.2.66)]]
पूर्वैर् पूर्वतरम्,[[तस्य लोपः (1.3.9)]]
पूर्वैः पूर्वतरम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
पूर्वैः पूर्वतरम्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पूर्वतरम् कृतम्,-
पूर्वतरं कृतम्,[[मोऽनुस्वारः (8.3.23)]]
कृतम्,-
