स्थिति,सूत्र
मयि आसक्तमनास्,-
मय्यासक्तमनास्,[[इको यणचि (6.1.77)]]
मय्यासक्तमनास् पार्थ,-
मय्यासक्तमनारुँ पार्थ,[[ससजुषो रुः (8.2.66)]]
मय्यासक्तमनार् पार्थ,[[तस्य लोपः (1.3.9)]]
मय्यासक्तमनाः पार्थ,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मय्यासक्तमनाः पार्थ,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पार्थ योगम्,-
योगम् युञ्जन्,-
योगं युञ्जन्,[[मोऽनुस्वारः (8.3.23)]]
युञ्जन् मत्,-
मत् आश्रयस्,-
मद् आश्रयस्,[[झलां जशोऽन्ते (8.2.39)]]
आश्रयस्,-
आश्रयरुँ,[[ससजुषो रुः (8.2.66)]]
आश्रयर्,[[तस्य लोपः (1.3.9)]]
आश्रयः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
असंशयम् समग्रम्,-
असंशयं समग्रम्,[[मोऽनुस्वारः (8.3.23)]]
समग्रम् माम्,-
समग्रं माम्,[[मोऽनुस्वारः (8.3.23)]]
माम् यथा,-
मां यथा,[[मोऽनुस्वारः (8.3.23)]]
यथा ज्ञास्यसि,-
ज्ञास्यसि तत्,-
तत् शृणु,-
तद् शृणु,[[झलां जशोऽन्ते (8.2.39)]]
तज् शृणु,[[स्तोः श्चुना श्चुः (8.4.40)]]
तच् शृणु,[[खरि च (8.4.55)]]
तच्छृणु,[[शशछोऽटि (8.4.63)]]
तच्छृणु,-
