स्थिति,सूत्र
तस्मान् न,-
न अर्हास्,-
नार्हास्,[[अकः सवर्णे दीर्घः (6.1.101)]]
नार्हास् वयम्,-
नार्हारुँ वयम्,[[ससजुषो रुः (8.2.66)]]
नार्हार् वयम्,[[तस्य लोपः (1.3.9)]]
नार्हाय् वयम्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
नार्हा वयम्,[[हलि सर्वेषाम् (8.3.22)]]
वयम् हन्तुम्,-
वयं हन्तुम्,[[मोऽनुस्वारः (8.3.23)]]
हन्तुम् धार्तराष्ट्रान्,-
हन्तुं धार्तराष्ट्रान्,[[मोऽनुस्वारः (8.3.23)]]
धार्तराष्ट्रान् स्वबान्धवान्,-
स्वबान्धवान्,-
स्वजनम् हि,-
स्वजनं हि,[[मोऽनुस्वारः (8.3.23)]]
हि कथम्,-
कथम् हत्वा,-
कथं हत्वा,[[मोऽनुस्वारः (8.3.23)]]
हत्वा सुखिनस्,-
सुखिनस् स्याम,-
सुखिनरुँ स्याम,[[ससजुषो रुः (8.2.66)]]
सुखिनर् स्याम,[[तस्य लोपः (1.3.9)]]
सुखिनः स्याम,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सुखिनः स्याम,[[वा शरि (8.3.36)]]
स्याम माधव,-
माधव,-
