स्थिति,सूत्र
अयनेषु च,-
च सर्वेषु,-
सर्वेषु यथाभागमवस्थितास्,-
यथाभागमवस्थितास्,-
यथाभागमवस्थितारुँ,[[ससजुषो रुः (8.2.66)]]
यथाभागमवस्थितार्,[[तस्य लोपः (1.3.9)]]
यथाभागमवस्थिताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
भीष्मम् एव,-
एव अभिरक्षन्तु,-
एवाभिरक्षन्तु,[[अकः सवर्णे दीर्घः (6.1.101)]]
एवाभिरक्षन्तु भवन्तस्,-
भवन्तस् सर्वे,-
भवन्तरुँ सर्वे,[[ससजुषो रुः (8.2.66)]]
भवन्तर् सर्वे,[[तस्य लोपः (1.3.9)]]
भवन्तः सर्वे,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
भवन्तः सर्वे,[[वा शरि (8.3.36)]]
सर्वे एव,-
सर्वय् एव,[[एचोऽयवायावः (6.1.78)]]
सर्व एव,[[लोपः शाकल्यस्य (8.3.19)]]
एव हि,-
हि,-
