स्थिति,सूत्र
असक्तबुद्धिस् सर्वत्र,-
असक्तबुद्धिरुँ सर्वत्र,[[ससजुषो रुः (8.2.66)]]
असक्तबुद्धिर् सर्वत्र,[[तस्य लोपः (1.3.9)]]
असक्तबुद्धिः सर्वत्र,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
असक्तबुद्धिः सर्वत्र,[[वा शरि (8.3.36)]]
सर्वत्र जितात्मा,-
जितात्मा विगतस्पृहस्,-
विगतस्पृहस्,-
विगतस्पृहरुँ,[[ससजुषो रुः (8.2.66)]]
विगतस्पृहर्,[[तस्य लोपः (1.3.9)]]
विगतस्पृहः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
नैष्कर्म्यसिद्धिम् परमाम्,-
नैष्कर्म्यसिद्धिं परमाम्,[[मोऽनुस्वारः (8.3.23)]]
परमाम् संन्यासेन,-
परमां संन्यासेन,[[मोऽनुस्वारः (8.3.23)]]
संन्यासेन अधिगच्छति,-
संन्यासेनाधिगच्छति,[[अकः सवर्णे दीर्घः (6.1.101)]]
संन्यासेनाधिगच्छति,-
