स्थिति,सूत्र
समम् कायशिरोग्रीवम्,-
समं कायशिरोग्रीवम्,[[मोऽनुस्वारः (8.3.23)]]
कायशिरोग्रीवम् धारयन्,-
कायशिरोग्रीवं धारयन्,[[मोऽनुस्वारः (8.3.23)]]
धारयन् अचलम्,-
धारयन्न् अचलम्,[[ङमो ह्रस्वादचि ङमुण्नित्यम् (8.3.32)]]
अचलम् स्थिरस्,-
अचलं स्थिरस्,[[मोऽनुस्वारः (8.3.23)]]
स्थिरस्,-
स्थिररुँ,[[ससजुषो रुः (8.2.66)]]
स्थिरर्,[[तस्य लोपः (1.3.9)]]
स्थिरः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सम्प्रेक्ष्य नासिकाग्रम्,-
नासिकाग्रम् स्वम्,-
नासिकाग्रं स्वम्,[[मोऽनुस्वारः (8.3.23)]]
स्वम् दिशस्,-
स्वं दिशस्,[[मोऽनुस्वारः (8.3.23)]]
दिशस् च,-
दिशरुँ च,[[ससजुषो रुः (8.2.66)]]
दिशर् च,[[तस्य लोपः (1.3.9)]]
दिशः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
दिशस् च,[[विसर्जनीयस्य सः (8.3.34)]]
दिशश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च अनवलोकयन्,-
चानवलोकयन्,[[अकः सवर्णे दीर्घः (6.1.101)]]
चानवलोकयन्,-
