स्थिति,सूत्र
नियतम् सङ्गरहितम्,-
नियतं सङ्गरहितम्,[[मोऽनुस्वारः (8.3.23)]]
सङ्गरहितम् अरागद्वेषतस्,-
अरागद्वेषतस् कृतम्,-
अरागद्वेषतरुँ कृतम्,[[ससजुषो रुः (8.2.66)]]
अरागद्वेषतर् कृतम्,[[तस्य लोपः (1.3.9)]]
अरागद्वेषतः कृतम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अरागद्वेषतः कृतम्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कृतम्,-
अफलप्रेप्सुना कर्म,-
कर्म यत्,-
यत् तत्,-
यद् तत्,[[झलां जशोऽन्ते (8.2.39)]]
यत् तत्,[[खरि च (8.4.55)]]
तत् सात्त्विकम्,-
तद् सात्त्विकम्,[[झलां जशोऽन्ते (8.2.39)]]
तत् सात्त्विकम्,[[खरि च (8.4.55)]]
सात्त्विकम् उच्यते,-
उच्यते,-
