स्थिति,सूत्र
शौर्यम् तेजस्,-
शौर्यं तेजस्,[[मोऽनुस्वारः (8.3.23)]]
तेजस् धृतिस्,-
तेजरुँ धृतिस्,[[ससजुषो रुः (8.2.66)]]
तेजर् धृतिस्,[[तस्य लोपः (1.3.9)]]
तेज उ धृतिस्,[[हशि च (6.1.114)]]
तेजो धृतिस्,[[आद्गुणः (6.1.87)]]
धृतिस् दाक्ष्यम्,-
धृतिरुँ दाक्ष्यम्,[[ससजुषो रुः (8.2.66)]]
धृतिर् दाक्ष्यम्,[[तस्य लोपः (1.3.9)]]
दाक्ष्यम् युद्धे,-
दाक्ष्यं युद्धे,[[मोऽनुस्वारः (8.3.23)]]
युद्धे च,-
च अपि,-
चापि,[[अकः सवर्णे दीर्घः (6.1.101)]]
चापि अपलायनम्,-
चाप्यपलायनम्,[[इको यणचि (6.1.77)]]
चाप्यपलायनम्,-
दानम् ईश्वरभावस्,-
ईश्वरभावस् च,-
ईश्वरभावरुँ च,[[ससजुषो रुः (8.2.66)]]
ईश्वरभावर् च,[[तस्य लोपः (1.3.9)]]
ईश्वरभावः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
ईश्वरभावस् च,[[विसर्जनीयस्य सः (8.3.34)]]
ईश्वरभावश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च क्षात्रम्,-
क्षात्रम् कर्म,-
क्षात्रं कर्म,[[मोऽनुस्वारः (8.3.23)]]
कर्म स्वभावजम्,-
स्वभावजम्,-
