स्थिति,सूत्र
यथा सर्वगतम्,-
सर्वगतम् सौक्ष्म्यात्,-
सर्वगतं सौक्ष्म्यात्,[[मोऽनुस्वारः (8.3.23)]]
सौक्ष्म्यात् आकाशम्,-
सौक्ष्म्याद् आकाशम्,[[झलां जशोऽन्ते (8.2.39)]]
आकाशम् न,-
आकाशं न,[[मोऽनुस्वारः (8.3.23)]]
न उपलिप्यते,-
नोपलिप्यते,[[आद्गुणः (6.1.87)]]
नोपलिप्यते,-
सर्वत्रावस्थितस् देहे,-
सर्वत्रावस्थितरुँ देहे,[[ससजुषो रुः (8.2.66)]]
सर्वत्रावस्थितर् देहे,[[तस्य लोपः (1.3.9)]]
सर्वत्रावस्थित उ देहे,[[हशि च (6.1.114)]]
सर्वत्रावस्थितो देहे,[[आद्गुणः (6.1.87)]]
देहे तथा,-
तथा आत्मा,-
तथात्मा,[[अकः सवर्णे दीर्घः (6.1.101)]]
तथात्मा न,-
न उपलिप्यते,-
नोपलिप्यते,[[आद्गुणः (6.1.87)]]
नोपलिप्यते,-
