स्थिति,सूत्र
पुरोधसाम् च,-
पुरोधसां च,[[मोऽनुस्वारः (8.3.23)]]
च मुख्यम्,-
मुख्यम् माम्,-
मुख्यं माम्,[[मोऽनुस्वारः (8.3.23)]]
माम् विद्धि,-
मां विद्धि,[[मोऽनुस्वारः (8.3.23)]]
विद्धि पार्थ,-
पार्थ बृहस्पतिम्,-
बृहस्पतिम्,-
सेनानीनाम् अहम्,-
अहम् स्कन्दस्,-
अहं स्कन्दस्,[[मोऽनुस्वारः (8.3.23)]]
स्कन्दस् सरसाम्,-
स्कन्दरुँ सरसाम्,[[ससजुषो रुः (8.2.66)]]
स्कन्दर् सरसाम्,[[तस्य लोपः (1.3.9)]]
स्कन्दः सरसाम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
स्कन्दः सरसाम्,[[वा शरि (8.3.36)]]
सरसाम् अस्मि,-
अस्मि सागरस्,-
सागरस्,-
सागररुँ,[[ससजुषो रुः (8.2.66)]]
सागरर्,[[तस्य लोपः (1.3.9)]]
सागरः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
