स्थिति,सूत्र
येषाम् तु,-
येषां तु,[[मोऽनुस्वारः (8.3.23)]]
तु अन्तगतम्,-
त्वन्तगतम्,[[इको यणचि (6.1.77)]]
त्वन्तगतम् पापम्,-
त्वन्तगतं पापम्,[[मोऽनुस्वारः (8.3.23)]]
पापम् जनानाम्,-
पापं जनानाम्,[[मोऽनुस्वारः (8.3.23)]]
जनानाम् पुण्यकर्मणाम्,-
जनानां पुण्यकर्मणाम्,[[मोऽनुस्वारः (8.3.23)]]
पुण्यकर्मणाम्,-
ते द्वन्द्वमोहनिर्मुक्तास्,-
द्वन्द्वमोहनिर्मुक्तास् भजन्ते,-
द्वन्द्वमोहनिर्मुक्तारुँ भजन्ते,[[ससजुषो रुः (8.2.66)]]
द्वन्द्वमोहनिर्मुक्तार् भजन्ते,[[तस्य लोपः (1.3.9)]]
द्वन्द्वमोहनिर्मुक्ताय् भजन्ते,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
द्वन्द्वमोहनिर्मुक्ता भजन्ते,[[हलि सर्वेषाम् (8.3.22)]]
भजन्ते माम्,-
माम् दृढव्रतास्,-
मां दृढव्रतास्,[[मोऽनुस्वारः (8.3.23)]]
दृढव्रतास्,-
दृढव्रतारुँ,[[ससजुषो रुः (8.2.66)]]
दृढव्रतार्,[[तस्य लोपः (1.3.9)]]
दृढव्रताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
