स्थिति,सूत्र
अनन्तविजयम् राजा,-
अनन्तविजयं राजा,[[मोऽनुस्वारः (8.3.23)]]
राजा कुन्तीपुत्रस्,-
कुन्तीपुत्रस् युधिष्ठिरस्,-
कुन्तीपुत्ररुँ युधिष्ठिरस्,[[ससजुषो रुः (8.2.66)]]
कुन्तीपुत्रर् युधिष्ठिरस्,[[तस्य लोपः (1.3.9)]]
कुन्तीपुत्र उ युधिष्ठिरस्,[[हशि च (6.1.114)]]
कुन्तीपुत्रो युधिष्ठिरस्,[[आद्गुणः (6.1.87)]]
युधिष्ठिरस्,-
युधिष्ठिररुँ,[[ससजुषो रुः (8.2.66)]]
युधिष्ठिरर्,[[तस्य लोपः (1.3.9)]]
युधिष्ठिरः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
नकुलस् सहदेवस्,-
नकुलरुँ सहदेवस्,[[ससजुषो रुः (8.2.66)]]
नकुलर् सहदेवस्,[[तस्य लोपः (1.3.9)]]
नकुलः सहदेवस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
नकुलः सहदेवस्,[[वा शरि (8.3.36)]]
सहदेवस् च,-
सहदेवरुँ च,[[ससजुषो रुः (8.2.66)]]
सहदेवर् च,[[तस्य लोपः (1.3.9)]]
सहदेवः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सहदेवस् च,[[विसर्जनीयस्य सः (8.3.34)]]
सहदेवश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च सुघोषमणिपुष्पकौ,-
सुघोषमणिपुष्पकौ,-
