स्थिति,सूत्र
न कर्मणाम्,-
कर्मणाम् अनारम्भात्,-
अनारम्भात् नैष्कर्म्यम्,-
अनारम्भाद् नैष्कर्म्यम्,[[झलां जशोऽन्ते (8.2.39)]]
अनारम्भान् नैष्कर्म्यम्,[[यरोऽनुनासिकेऽनुनासिको वा (8.4.45)]]
नैष्कर्म्यम् पुरुषस्,-
नैष्कर्म्यं पुरुषस्,[[मोऽनुस्वारः (8.3.23)]]
पुरुषस् अश्नुते,-
पुरुषरुँ अश्नुते,[[ससजुषो रुः (8.2.66)]]
पुरुषर् अश्नुते,[[तस्य लोपः (1.3.9)]]
पुरुष उ अश्नुते,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
पुरुषो अश्नुते,[[आद्गुणः (6.1.87)]]
पुरुषोऽश्नुते,[[एङः पदान्तादति (6.1.109)]]
पुरुषोऽश्नुते,-
न च,-
च संन्यसनात्,-
संन्यसनात् एव,-
संन्यसनाद् एव,[[झलां जशोऽन्ते (8.2.39)]]
एव सिद्धिम्,-
सिद्धिम् समधिगच्छति,-
सिद्धिं समधिगच्छति,[[मोऽनुस्वारः (8.3.23)]]
समधिगच्छति,-
