स्थिति,सूत्र
बृहत्साम तथा,-
तथा साम्नाम्,-
साम्नाम् गायत्री,-
साम्नां गायत्री,[[मोऽनुस्वारः (8.3.23)]]
गायत्री छन्दसाम्,-
छन्दसाम् अहम्,-
अहम्,-
मासानाम् मार्गशीर्षस्,-
मासानां मार्गशीर्षस्,[[मोऽनुस्वारः (8.3.23)]]
मार्गशीर्षस् अहम्,-
मार्गशीर्षरुँ अहम्,[[ससजुषो रुः (8.2.66)]]
मार्गशीर्षर् अहम्,[[तस्य लोपः (1.3.9)]]
मार्गशीर्ष उ अहम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
मार्गशीर्षो अहम्,[[आद्गुणः (6.1.87)]]
मार्गशीर्षोऽहम्,[[एङः पदान्तादति (6.1.109)]]
मार्गशीर्षोऽहम् ऋतूनाम्,-
ऋतूनाम् कुसुमाकरस्,-
ऋतूनां कुसुमाकरस्,[[मोऽनुस्वारः (8.3.23)]]
कुसुमाकरस्,-
कुसुमाकररुँ,[[ससजुषो रुः (8.2.66)]]
कुसुमाकरर्,[[तस्य लोपः (1.3.9)]]
कुसुमाकरः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
