स्थिति,सूत्र
गतिस् भर्ता,-
गतिरुँ भर्ता,[[ससजुषो रुः (8.2.66)]]
गतिर् भर्ता,[[तस्य लोपः (1.3.9)]]
भर्ता प्रभुस्,-
प्रभुस् साक्षी,-
प्रभुरुँ साक्षी,[[ससजुषो रुः (8.2.66)]]
प्रभुर् साक्षी,[[तस्य लोपः (1.3.9)]]
प्रभुः साक्षी,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्रभुः साक्षी,[[वा शरि (8.3.36)]]
साक्षी निवासस्,-
निवासस् शरणम्,-
निवासरुँ शरणम्,[[ससजुषो रुः (8.2.66)]]
निवासर् शरणम्,[[तस्य लोपः (1.3.9)]]
निवासः शरणम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
निवासः शरणम्,[[वा शरि (8.3.36)]]
शरणम् सुहृत्,-
शरणं सुहृत्,[[मोऽनुस्वारः (8.3.23)]]
सुहृत्,-
सुहृद्,[[झलां जशोऽन्ते (8.2.39)]]
सुहृत्,[[वाऽवसाने (8.4.56)]]
प्रभवस् प्रलयस्,-
प्रभवरुँ प्रलयस्,[[ससजुषो रुः (8.2.66)]]
प्रभवर् प्रलयस्,[[तस्य लोपः (1.3.9)]]
प्रभवः प्रलयस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्रभवः प्रलयस्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्रलयस् स्थानम्,-
प्रलयरुँ स्थानम्,[[ससजुषो रुः (8.2.66)]]
प्रलयर् स्थानम्,[[तस्य लोपः (1.3.9)]]
प्रलयः स्थानम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्रलयः स्थानम्,[[वा शरि (8.3.36)]]
स्थानम् निधानम्,-
स्थानं निधानम्,[[मोऽनुस्वारः (8.3.23)]]
निधानम् बीजम्,-
निधानं बीजम्,[[मोऽनुस्वारः (8.3.23)]]
बीजम् अव्ययम्,-
अव्ययम्,-
