स्थिति,सूत्र
यज्ञशिष्ट आशिनस्,-
यज्ञशिष्टाशिनस्,[[अकः सवर्णे दीर्घः (6.1.101)]]
यज्ञशिष्टाशिनस् सन्तस्,-
यज्ञशिष्टाशिनरुँ सन्तस्,[[ससजुषो रुः (8.2.66)]]
यज्ञशिष्टाशिनर् सन्तस्,[[तस्य लोपः (1.3.9)]]
यज्ञशिष्टाशिनः सन्तस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यज्ञशिष्टाशिनः सन्तस्,[[वा शरि (8.3.36)]]
सन्तस् मुच्यन्ते,-
सन्तरुँ मुच्यन्ते,[[ससजुषो रुः (8.2.66)]]
सन्तर् मुच्यन्ते,[[तस्य लोपः (1.3.9)]]
सन्त उ मुच्यन्ते,[[हशि च (6.1.114)]]
सन्तो मुच्यन्ते,[[आद्गुणः (6.1.87)]]
मुच्यन्ते सर्वकिल्बिषैस्,-
सर्वकिल्बिषैस्,-
सर्वकिल्बिषैरुँ,[[ससजुषो रुः (8.2.66)]]
सर्वकिल्बिषैर्,[[तस्य लोपः (1.3.9)]]
सर्वकिल्बिषैः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
भुञ्जते ते,-
ते तु,-
तु अघम्,-
त्वघम्,[[इको यणचि (6.1.77)]]
त्वघम् पापास्,-
त्वघं पापास्,[[मोऽनुस्वारः (8.3.23)]]
पापास् ये,-
पापारुँ ये,[[ससजुषो रुः (8.2.66)]]
पापार् ये,[[तस्य लोपः (1.3.9)]]
पापाय् ये,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
पापा ये,[[हलि सर्वेषाम् (8.3.22)]]
ये पचन्ति,-
पचन्ति आत्मकारणात्,-
पचन्त्यात्मकारणात्,[[इको यणचि (6.1.77)]]
पचन्त्यात्मकारणात्,-
पचन्त्यात्मकारणाद्,[[झलां जशोऽन्ते (8.2.39)]]
पचन्त्यात्मकारणात्,[[वाऽवसाने (8.4.56)]]
