स्थिति,सूत्र
भूयस् एव,-
भूयरुँ एव,[[ससजुषो रुः (8.2.66)]]
भूयर् एव,[[तस्य लोपः (1.3.9)]]
भूयय् एव,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
भूय एव,[[लोपः शाकल्यस्य (8.3.19)]]
एव महाबाहो,-
महाबाहो शृणु,-
शृणु मे,-
मे परमम्,-
परमम् वचस्,-
परमं वचस्,[[मोऽनुस्वारः (8.3.23)]]
वचस्,-
वचरुँ,[[ससजुषो रुः (8.2.66)]]
वचर्,[[तस्य लोपः (1.3.9)]]
वचः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यत् ते,-
यद् ते,[[झलां जशोऽन्ते (8.2.39)]]
यत् ते,[[खरि च (8.4.55)]]
ते अहम्,-
तेऽहम्,[[एङः पदान्तादति (6.1.109)]]
तेऽहम् प्रीयमाणाय,-
तेऽहं प्रीयमाणाय,[[मोऽनुस्वारः (8.3.23)]]
प्रीयमाणाय वक्ष्यामि,-
वक्ष्यामि हितकाम्यया,-
हितकाम्यया,-
