स्थिति,सूत्र
साधिभूताधिदैवम् माम्,-
साधिभूताधिदैवं माम्,[[मोऽनुस्वारः (8.3.23)]]
माम् साधियज्ञम्,-
मां साधियज्ञम्,[[मोऽनुस्वारः (8.3.23)]]
साधियज्ञम् च,-
साधियज्ञं च,[[मोऽनुस्वारः (8.3.23)]]
च ये,-
ये विदुस्,-
विदुस्,-
विदुरुँ,[[ससजुषो रुः (8.2.66)]]
विदुर्,[[तस्य लोपः (1.3.9)]]
विदुः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्रयाणकाले अपि,-
प्रयाणकालेऽपि,[[एङः पदान्तादति (6.1.109)]]
प्रयाणकालेऽपि च,-
च माम्,-
माम् ते,-
मां ते,[[मोऽनुस्वारः (8.3.23)]]
ते विदुस्,-
विदुस् युक्तचेतसस्,-
विदुरुँ युक्तचेतसस्,[[ससजुषो रुः (8.2.66)]]
विदुर् युक्तचेतसस्,[[तस्य लोपः (1.3.9)]]
युक्तचेतसस्,-
युक्तचेतसरुँ,[[ससजुषो रुः (8.2.66)]]
युक्तचेतसर्,[[तस्य लोपः (1.3.9)]]
युक्तचेतसः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
