स्थिति,सूत्र
यस् अयम्,-
यरुँ अयम्,[[ससजुषो रुः (8.2.66)]]
यर् अयम्,[[तस्य लोपः (1.3.9)]]
य उ अयम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
यो अयम्,[[आद्गुणः (6.1.87)]]
योऽयम्,[[एङः पदान्तादति (6.1.109)]]
योऽयम् योगस्,-
योऽयं योगस्,[[मोऽनुस्वारः (8.3.23)]]
योगस् त्वया,-
योगरुँ त्वया,[[ससजुषो रुः (8.2.66)]]
योगर् त्वया,[[तस्य लोपः (1.3.9)]]
योगः त्वया,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
योगस् त्वया,[[विसर्जनीयस्य सः (8.3.34)]]
त्वया प्रोक्तस्,-
प्रोक्तस् साम्येन,-
प्रोक्तरुँ साम्येन,[[ससजुषो रुः (8.2.66)]]
प्रोक्तर् साम्येन,[[तस्य लोपः (1.3.9)]]
प्रोक्तः साम्येन,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्रोक्तः साम्येन,[[वा शरि (8.3.36)]]
साम्येन मधुसूदन,-
मधुसूदन,-
एतस्य अहम्,-
एतस्याहम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
एतस्याहम् न,-
एतस्याहं न,[[मोऽनुस्वारः (8.3.23)]]
न पश्यामि,-
पश्यामि चञ्चलत्वात्,-
चञ्चलत्वात् स्थितिम्,-
चञ्चलत्वाद् स्थितिम्,[[झलां जशोऽन्ते (8.2.39)]]
चञ्चलत्वात् स्थितिम्,[[खरि च (8.4.55)]]
स्थितिम् स्थिराम्,-
स्थितिं स्थिराम्,[[मोऽनुस्वारः (8.3.23)]]
स्थिराम्,-
