स्थिति,सूत्र
न तत्,-
तत् भासयते,-
तद् भासयते,[[झलां जशोऽन्ते (8.2.39)]]
भासयते सूर्यस्,-
सूर्यस् न,-
सूर्यरुँ न,[[ससजुषो रुः (8.2.66)]]
सूर्यर् न,[[तस्य लोपः (1.3.9)]]
सूर्य उ न,[[हशि च (6.1.114)]]
सूर्यो न,[[आद्गुणः (6.1.87)]]
न शशाङ्कस्,-
शशाङ्कस् न,-
शशाङ्करुँ न,[[ससजुषो रुः (8.2.66)]]
शशाङ्कर् न,[[तस्य लोपः (1.3.9)]]
शशाङ्क उ न,[[हशि च (6.1.114)]]
शशाङ्को न,[[आद्गुणः (6.1.87)]]
न पावकस्,-
पावकस्,-
पावकरुँ,[[ससजुषो रुः (8.2.66)]]
पावकर्,[[तस्य लोपः (1.3.9)]]
पावकः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यत् गत्वा,-
यद् गत्वा,[[झलां जशोऽन्ते (8.2.39)]]
गत्वा न,-
न निवर्तन्ते,-
निवर्तन्ते तत्,-
तत् धाम,-
तद् धाम,[[झलां जशोऽन्ते (8.2.39)]]
धाम परमम्,-
परमम् मम,-
परमं मम,[[मोऽनुस्वारः (8.3.23)]]
मम,-
