स्थिति,सूत्र
दिवि सूर्यसहस्रस्य,-
सूर्यसहस्रस्य भवेत्,-
भवेत् युगपत्,-
भवेद् युगपत्,[[झलां जशोऽन्ते (8.2.39)]]
युगपत् उत्थिता,-
युगपद् उत्थिता,[[झलां जशोऽन्ते (8.2.39)]]
उत्थिता,-
यदि भास्,-
भास् सदृशी,-
भारुँ सदृशी,[[ससजुषो रुः (8.2.66)]]
भार् सदृशी,[[तस्य लोपः (1.3.9)]]
भाः सदृशी,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
भाः सदृशी,[[वा शरि (8.3.36)]]
सदृशी सा,-
सा स्यात्,-
स्यात् भासस्,-
स्याद् भासस्,[[झलां जशोऽन्ते (8.2.39)]]
भासस् तस्य,-
भासरुँ तस्य,[[ससजुषो रुः (8.2.66)]]
भासर् तस्य,[[तस्य लोपः (1.3.9)]]
भासः तस्य,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
भासस् तस्य,[[विसर्जनीयस्य सः (8.3.34)]]
तस्य महात्मनस्,-
महात्मनस्,-
महात्मनरुँ,[[ससजुषो रुः (8.2.66)]]
महात्मनर्,[[तस्य लोपः (1.3.9)]]
महात्मनः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
