स्थिति,सूत्र
शमस् दमस्,-
शमरुँ दमस्,[[ससजुषो रुः (8.2.66)]]
शमर् दमस्,[[तस्य लोपः (1.3.9)]]
शम उ दमस्,[[हशि च (6.1.114)]]
शमो दमस्,[[आद्गुणः (6.1.87)]]
दमस् तपस्,-
दमरुँ तपस्,[[ससजुषो रुः (8.2.66)]]
दमर् तपस्,[[तस्य लोपः (1.3.9)]]
दमः तपस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
दमस् तपस्,[[विसर्जनीयस्य सः (8.3.34)]]
तपस् शौचम्,-
तपरुँ शौचम्,[[ससजुषो रुः (8.2.66)]]
तपर् शौचम्,[[तस्य लोपः (1.3.9)]]
तपः शौचम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तपः शौचम्,[[वा शरि (8.3.36)]]
शौचम् क्षान्तिस्,-
शौचं क्षान्तिस्,[[मोऽनुस्वारः (8.3.23)]]
क्षान्तिस् आर्जवम्,-
क्षान्तिरुँ आर्जवम्,[[ससजुषो रुः (8.2.66)]]
क्षान्तिर् आर्जवम्,[[तस्य लोपः (1.3.9)]]
आर्जवम् एव,-
एव च,-
च,-
ज्ञानम् विज्ञानम्,-
ज्ञानं विज्ञानम्,[[मोऽनुस्वारः (8.3.23)]]
विज्ञानम् आस्तिक्यम्,-
आस्तिक्यम् ब्रह्मकर्म,-
आस्तिक्यं ब्रह्मकर्म,[[मोऽनुस्वारः (8.3.23)]]
ब्रह्मकर्म स्वभावजम्,-
स्वभावजम्,-
