स्थिति,सूत्र
मृत्युस् सर्वहरस्,-
मृत्युरुँ सर्वहरस्,[[ससजुषो रुः (8.2.66)]]
मृत्युर् सर्वहरस्,[[तस्य लोपः (1.3.9)]]
मृत्युः सर्वहरस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मृत्युः सर्वहरस्,[[वा शरि (8.3.36)]]
सर्वहरस् च,-
सर्वहररुँ च,[[ससजुषो रुः (8.2.66)]]
सर्वहरर् च,[[तस्य लोपः (1.3.9)]]
सर्वहरः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सर्वहरस् च,[[विसर्जनीयस्य सः (8.3.34)]]
सर्वहरश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च अहम्,-
चाहम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
चाहम् उद्भवस्,-
उद्भवस् च,-
उद्भवरुँ च,[[ससजुषो रुः (8.2.66)]]
उद्भवर् च,[[तस्य लोपः (1.3.9)]]
उद्भवः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
उद्भवस् च,[[विसर्जनीयस्य सः (8.3.34)]]
उद्भवश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च भविष्यताम्,-
भविष्यताम्,-
कीर्तिस् श्रीस्,-
कीर्तिरुँ श्रीस्,[[ससजुषो रुः (8.2.66)]]
कीर्तिर् श्रीस्,[[तस्य लोपः (1.3.9)]]
कीर्तिः श्रीस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
कीर्तिः श्रीस्,[[वा शरि (8.3.36)]]
श्रीस् वाक्,-
श्रीरुँ वाक्,[[ससजुषो रुः (8.2.66)]]
श्रीर् वाक्,[[तस्य लोपः (1.3.9)]]
वाक् च,-
वाग् च,[[झलां जशोऽन्ते (8.2.39)]]
वाक् च,[[खरि च (8.4.55)]]
च नारीणाम्,-
नारीणाम् स्मृतिस्,-
नारीणां स्मृतिस्,[[मोऽनुस्वारः (8.3.23)]]
स्मृतिस् मेधा,-
स्मृतिरुँ मेधा,[[ससजुषो रुः (8.2.66)]]
स्मृतिर् मेधा,[[तस्य लोपः (1.3.9)]]
मेधा धृतिस्,-
धृतिस् क्षमा,-
धृतिरुँ क्षमा,[[ससजुषो रुः (8.2.66)]]
धृतिर् क्षमा,[[तस्य लोपः (1.3.9)]]
धृतिः क्षमा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
धृतिः क्षमा,[[शर्परे विसर्जनीयः (8.3.35)]]
क्षमा,-
