स्थिति,सूत्र
कैस् लिङ्गैस्,-
कैरुँ लिङ्गैस्,[[ससजुषो रुः (8.2.66)]]
कैर् लिङ्गैस्,[[तस्य लोपः (1.3.9)]]
लिङ्गैस् त्रीन्,-
लिङ्गैरुँ त्रीन्,[[ससजुषो रुः (8.2.66)]]
लिङ्गैर् त्रीन्,[[तस्य लोपः (1.3.9)]]
लिङ्गैः त्रीन्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
लिङ्गैस् त्रीन्,[[विसर्जनीयस्य सः (8.3.34)]]
त्रीन् गुणान्,-
गुणान् एतान्,-
एतान् अतीतस्,-
अतीतस् भवति,-
अतीतरुँ भवति,[[ससजुषो रुः (8.2.66)]]
अतीतर् भवति,[[तस्य लोपः (1.3.9)]]
अतीत उ भवति,[[हशि च (6.1.114)]]
अतीतो भवति,[[आद्गुणः (6.1.87)]]
भवति प्रभो,-
प्रभो,-
किम् आचारस्,-
आचारस् कथम्,-
आचाररुँ कथम्,[[ससजुषो रुः (8.2.66)]]
आचारर् कथम्,[[तस्य लोपः (1.3.9)]]
आचारः कथम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
आचारः कथम्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कथम् च,-
कथं च,[[मोऽनुस्वारः (8.3.23)]]
च एतान्,-
चैतान्,[[वृद्धिरेचि (6.1.88)]]
चैतान् त्रीन्,-
चैतांरुँ त्रीन्,[[नश्छव्यप्रशान् (8.3.7)]]
चैतांर् त्रीन्,[[तस्य लोपः (1.3.9)]]
चैतांः त्रीन्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
चैतांस् त्रीन्,[[विसर्जनीयस्य सः (8.3.34)]]
त्रीन् गुणान्,-
गुणान् अतिवर्तते,-
अतिवर्तते,-
