स्थिति,सूत्र
अहम् सर्वस्य,-
अहं सर्वस्य,[[मोऽनुस्वारः (8.3.23)]]
सर्वस्य प्रभवस्,-
प्रभवस् मत्तस्,-
प्रभवरुँ मत्तस्,[[ससजुषो रुः (8.2.66)]]
प्रभवर् मत्तस्,[[तस्य लोपः (1.3.9)]]
प्रभव उ मत्तस्,[[हशि च (6.1.114)]]
प्रभवो मत्तस्,[[आद्गुणः (6.1.87)]]
मत्तस् सर्वम्,-
मत्तरुँ सर्वम्,[[ससजुषो रुः (8.2.66)]]
मत्तर् सर्वम्,[[तस्य लोपः (1.3.9)]]
मत्तः सर्वम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मत्तः सर्वम्,[[वा शरि (8.3.36)]]
सर्वम् प्रवर्तते,-
सर्वं प्रवर्तते,[[मोऽनुस्वारः (8.3.23)]]
प्रवर्तते,-
इति मत्वा,-
मत्वा भजन्ते,-
भजन्ते माम्,-
माम् बुधास्,-
मां बुधास्,[[मोऽनुस्वारः (8.3.23)]]
बुधास् भावसमन्वितास्,-
बुधारुँ भावसमन्वितास्,[[ससजुषो रुः (8.2.66)]]
बुधार् भावसमन्वितास्,[[तस्य लोपः (1.3.9)]]
बुधाय् भावसमन्वितास्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
बुधा भावसमन्वितास्,[[हलि सर्वेषाम् (8.3.22)]]
भावसमन्वितास्,-
भावसमन्वितारुँ,[[ससजुषो रुः (8.2.66)]]
भावसमन्वितार्,[[तस्य लोपः (1.3.9)]]
भावसमन्विताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
