स्थिति,सूत्र
चञ्चलम् हि,-
चञ्चलं हि,[[मोऽनुस्वारः (8.3.23)]]
हि मनस्,-
मनस् कृष्ण,-
मनरुँ कृष्ण,[[ससजुषो रुः (8.2.66)]]
मनर् कृष्ण,[[तस्य लोपः (1.3.9)]]
मनः कृष्ण,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मनः कृष्ण,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कृष्ण प्रमाथि,-
प्रमाथि बलवत्,-
बलवत् दृढम्,-
बलवद् दृढम्,[[झलां जशोऽन्ते (8.2.39)]]
दृढम्,-
तस्य अहम्,-
तस्याहम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
तस्याहम् निग्रहम्,-
तस्याहं निग्रहम्,[[मोऽनुस्वारः (8.3.23)]]
निग्रहम् मन्ये,-
निग्रहं मन्ये,[[मोऽनुस्वारः (8.3.23)]]
मन्ये वायोस्,-
वायोस् इव,-
वायोरुँ इव,[[ससजुषो रुः (8.2.66)]]
वायोर् इव,[[तस्य लोपः (1.3.9)]]
इव सुदुष्करम्,-
सुदुष्करम्,-
