स्थिति,सूत्र
तत्र अपश्यत्,-
तत्रापश्यत्,[[अकः सवर्णे दीर्घः (6.1.101)]]
तत्रापश्यत् स्थितान्,-
तत्रापश्यद् स्थितान्,[[झलां_जशोऽन्ते (8.2.39)]]
तत्रापश्यत् स्थितान्,[[खरि च (8.4.55)]]
स्थितान् पार्थस्,-
पार्थस् पितॄन्,-
पार्थरुँ पितॄन्,[[ससजुषो रुः (8.2.66)]]
पार्थर् पितॄन्,[[तस्य लोपः (1.3.9)]]
पार्थः पितॄन्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
पार्थः पितॄन्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पितॄन् अथ,-
अथ पितामहान्,-
पितामहान्,-
आचार्यान् मातुलान्,-
मातुलान् भ्रातॄन्,-
भ्रातॄन् पुत्रान्,-
पुत्रान् पौत्रान्,-
पौत्रान् सखीन्,-
सखीन् तथा,-
सखींरुँ तथा,[[नश्छव्यप्रशान् (8.3.7)]]
सखींर् तथा,[[तस्य लोपः (1.3.9)]]
सखींः तथा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सखींस् तथा,[[विसर्जनीयस्य सः (8.3.34)]]
तथा,-
