स्थिति,सूत्र
अहम् क्रतुस्,-
अहं क्रतुस्,[[मोऽनुस्वारः (8.3.23)]]
क्रतुस् अहम्,-
क्रतुरुँ अहम्,[[ससजुषो रुः (8.2.66)]]
क्रतुर् अहम्,[[तस्य लोपः (1.3.9)]]
अहम् यज्ञस्,-
अहं यज्ञस्,[[मोऽनुस्वारः (8.3.23)]]
यज्ञस् स्वधा,-
यज्ञरुँ स्वधा,[[ससजुषो रुः (8.2.66)]]
यज्ञर् स्वधा,[[तस्य लोपः (1.3.9)]]
यज्ञः स्वधा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यज्ञः स्वधा,[[वा शरि (8.3.36)]]
स्वधा अहम्,-
स्वधाहम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
स्वधाहम् अहम्,-
अहम् औषधम्,-
औषधम्,-
मन्त्रस् अहम्,-
मन्त्ररुँ अहम्,[[ससजुषो रुः (8.2.66)]]
मन्त्रर् अहम्,[[तस्य लोपः (1.3.9)]]
मन्त्र उ अहम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
मन्त्रो अहम्,[[आद्गुणः (6.1.87)]]
मन्त्रोऽहम्,[[एङः पदान्तादति (6.1.109)]]
मन्त्रोऽहम् अहम्,-
अहम् एव,-
एव आज्यम्,-
एवाज्यम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
एवाज्यम् अहम्,-
अहम् अग्निस्,-
अग्निस् अहम्,-
अग्निरुँ अहम्,[[ससजुषो रुः (8.2.66)]]
अग्निर् अहम्,[[तस्य लोपः (1.3.9)]]
अहम् हुतम्,-
अहं हुतम्,[[मोऽनुस्वारः (8.3.23)]]
हुतम्,-
