स्थिति,सूत्र
यदि माम्,-
माम् अप्रतीकारम्,-
अप्रतीकारम् अशस्त्रम्,-
अशस्त्रम् शस्त्रपाणयस्,-
अशस्त्रं शस्त्रपाणयस्,[[मोऽनुस्वारः (8.3.23)]]
शस्त्रपाणयस्,-
शस्त्रपाणयरुँ,[[ससजुषो रुः (8.2.66)]]
शस्त्रपाणयर्,[[तस्य लोपः (1.3.9)]]
शस्त्रपाणयः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
धार्तराष्ट्रास् रणे,-
धार्तराष्ट्रारुँ रणे,[[ससजुषो रुः (8.2.66)]]
धार्तराष्ट्रार् रणे,[[तस्य लोपः (1.3.9)]]
धार्तराष्ट्राय् रणे,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
धार्तराष्ट्रा रणे,[[हलि सर्वेषाम् (8.3.22)]]
रणे हन्युस्,-
हन्युस् तत्,-
हन्युरुँ तत्,[[ससजुषो रुः (8.2.66)]]
हन्युर् तत्,[[तस्य लोपः (1.3.9)]]
हन्युः तत्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
हन्युस् तत्,[[विसर्जनीयस्य सः (8.3.34)]]
तत् मे,-
तद् मे,[[झलां जशोऽन्ते (8.2.39)]]
तन् मे,[[यरोऽनुनासिकेऽनुनासिको वा (8.4.45)]]
मे क्षेमतरम्,-
क्षेमतरम् भवेत्,-
क्षेमतरं भवेत्,[[मोऽनुस्वारः (8.3.23)]]
भवेत्,-
भवेद्,[[झलां जशोऽन्ते (8.2.39)]]
भवेत्,[[वाऽवसाने (8.4.56)]]
