स्थिति,सूत्र
किरीटिनम् गदिनम्,-
किरीटिनं गदिनम्,[[मोऽनुस्वारः (8.3.23)]]
गदिनम् चक्रिणम्,-
गदिनं चक्रिणम्,[[मोऽनुस्वारः (8.3.23)]]
चक्रिणम् च,-
चक्रिणं च,[[मोऽनुस्वारः (8.3.23)]]
च तेजोराशिम्,-
तेजोराशिम् सर्वतस्,-
तेजोराशिं सर्वतस्,[[मोऽनुस्वारः (8.3.23)]]
सर्वतस् दीप्तिमन्तम्,-
सर्वतरुँ दीप्तिमन्तम्,[[ससजुषो रुः (8.2.66)]]
सर्वतर् दीप्तिमन्तम्,[[तस्य लोपः (1.3.9)]]
सर्वत उ दीप्तिमन्तम्,[[हशि च (6.1.114)]]
सर्वतो दीप्तिमन्तम्,[[आद्गुणः (6.1.87)]]
दीप्तिमन्तम्,-
पश्यामि त्वाम्,-
त्वाम् दुर्निरीक्ष्यम्,-
त्वां दुर्निरीक्ष्यम्,[[मोऽनुस्वारः (8.3.23)]]
दुर्निरीक्ष्यम् समन्तात्,-
दुर्निरीक्ष्यं समन्तात्,[[मोऽनुस्वारः (8.3.23)]]
समन्तात् दीप्तानलार्कद्युतिम्,-
समन्ताद् दीप्तानलार्कद्युतिम्,[[झलां जशोऽन्ते (8.2.39)]]
दीप्तानलार्कद्युतिम् अप्रमेयम्,-
अप्रमेयम्,-
