स्थिति,सूत्र
यज्ञार्थात् कर्मणस्,-
यज्ञार्थाद् कर्मणस्,[[झलां जशोऽन्ते (8.2.39)]]
यज्ञार्थात् कर्मणस्,[[खरि च (8.4.55)]]
कर्मणस् अन्यत्र,-
कर्मणरुँ अन्यत्र,[[ससजुषो रुः (8.2.66)]]
कर्मणर् अन्यत्र,[[तस्य लोपः (1.3.9)]]
कर्मण उ अन्यत्र,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
कर्मणो अन्यत्र,[[आद्गुणः (6.1.87)]]
कर्मणोऽन्यत्र,[[एङः पदान्तादति (6.1.109)]]
कर्मणोऽन्यत्र लोकस्,-
लोकस् अयम्,-
लोकरुँ अयम्,[[ससजुषो रुः (8.2.66)]]
लोकर् अयम्,[[तस्य लोपः (1.3.9)]]
लोक उ अयम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
लोको अयम्,[[आद्गुणः (6.1.87)]]
लोकोऽयम्,[[एङः पदान्तादति (6.1.109)]]
लोकोऽयम् कर्मबन्धनस्,-
लोकोऽयं कर्मबन्धनस्,[[मोऽनुस्वारः (8.3.23)]]
कर्मबन्धनस्,-
कर्मबन्धनरुँ,[[ससजुषो रुः (8.2.66)]]
कर्मबन्धनर्,[[तस्य लोपः (1.3.9)]]
कर्मबन्धनः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तत् अर्थम्,-
तद् अर्थम्,[[झलां जशोऽन्ते (8.2.39)]]
अर्थम् कर्म,-
अर्थं कर्म,[[मोऽनुस्वारः (8.3.23)]]
कर्म कौन्तेय,-
कौन्तेय मुक्त-सङ्गस्,-
मुक्त-सङ्गस् समाचर,-
मुक्त्-सङ्गरुँ समाचर,[[ससजुषो रुः (8.2.66)]]
मुक्त्-सङ्गर् समाचर,[[तस्य लोपः (1.3.9)]]
मुक्त्-सङ्गः समाचर,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मुक्त्-सङ्गः समाचर,[[वा शरि (8.3.36)]]
समाचर,-
