पद समूह,सूत्राणि,संधि-कृत रूप
सर्वकर्माणि मनसा,-,सर्वकर्माणि मनसा
मनसा संन्यस्य,-,मनसा संन्यस्य
संन्यस्य आस्ते,- [[अकः सवर्णे दीर्घः (6.1.101)]],संन्यस्यास्ते
संन्यस्यास्ते सुखम्,-,संन्यस्यास्ते सुखम्
सुखम् वशी,- [[मोऽनुस्वारः (8.3.23)]],सुखं वशी
वशी,-,वशी
नवद्वारे पुरे,-,नवद्वारे पुरे
पुरे देही,-,पुरे देही
देही न,-,देही न
न एव,- [[वृद्धिरेचि (6.1.88)]],नैव
नैव कुर्वन्,-,नैव कुर्वन्
कुर्वन् न,-,कुर्वन् न
न कारयन्,-,न कारयन्
कारयन्,-,कारयन्
