पद समूह,सूत्राणि,संधि-कृत रूप
प्रशान्तमनसम् हि,- [[मोऽनुस्वारः (8.3.23)]],प्रशान्तमनसं हि
हि एनम्,- [[इको यणचि (6.1.77)]],ह्येनम्
ह्येनम् योगिनम्,- [[मोऽनुस्वारः (8.3.23)]],ह्येनं योगिनम्
योगिनम् सुखम्,- [[मोऽनुस्वारः (8.3.23)]],योगिनं सुखम्
सुखम् उत्तमम्,-,सुखम् उत्तमम्
उत्तमम्,-,उत्तमम्
उपैति शान्तरजसम्,-,उपैति शान्तरजसम्
शान्तरजसम् ब्रह्मभूतम्,- [[मोऽनुस्वारः (8.3.23)]],शान्तरजसं ब्रह्मभूतम्
ब्रह्मभूतम् अकल्मषम्,-,ब्रह्मभूतम् अकल्मषम्
अकल्मषम्,-,अकल्मषम्
