पद समूह,सूत्राणि,संधि-कृत रूप
कामक्रोधवियुक्तानाम् यतीनाम्,- [[मोऽनुस्वारः (8.3.23)]],कामक्रोधवियुक्तानां यतीनाम्
यतीनाम् यतचेतसाम्,- [[मोऽनुस्वारः (8.3.23)]],यतीनां यतचेतसाम्
यतचेतसाम्,-,यतचेतसाम्
अभितस् ब्रह्मनिर्वाणं,- [[ससजुषो रुः (8.2.66)]] [[तस्य लोपः (1.3.9)]] [[हशि च (6.1.114)]] [[आद्गुणः (6.1.87)]],अभितो ब्रह्मनिर्वाणं
ब्रह्मनिर्वाणं वर्तते,-,ब्रह्मनिर्वाणं वर्तते
वर्तते विदितात्मनाम्,-,वर्तते विदितात्मनाम्
विदितात्मनाम्,-,विदितात्मनाम्
