पद समूह,सूत्राणि,संधि-कृत रूप
तम् तथा,- [[मोऽनुस्वारः (8.3.23)]],तं तथा
तथा कृपयाविष्टम्,-,तथा कृपयाविष्टम्
कृपयाविष्टम् अश्रुपूर्णाकुलेक्षणम्,-,कृपयाविष्टम् अश्रुपूर्णाकुलेक्षणम्
अश्रुपूर्णाकुलेक्षणम्,-,अश्रुपूर्णाकुलेक्षणम्
विषीदन्तम् इदम्,-,विषीदन्तम् इदम्
इदम् वाक्यम्,- [[मोऽनुस्वारः (8.3.23)]],इदं वाक्यम्
वाक्यम् उवाच,-,वाक्यम् उवाच
उवाच मधुसूदनस्,-,उवाच मधुसूदनस्
मधुसूदनस्,- [[ससजुषो रुः (8.2.66)]] [[तस्य लोपः (1.3.9)]] [[खरवसानयोर्विसर्जनीयः (8.3.15)]],मधुसूदनः
