पद समूह,सूत्राणि,संधि-कृत रूप
ब्राह्मणक्षत्रियविशाम् शूद्राणाम्,- [[मोऽनुस्वारः (8.3.23)]],ब्राह्मणक्षत्रियविशां शूद्राणाम्
शूद्राणाम् च,- [[मोऽनुस्वारः (8.3.23)]],शूद्राणां च
च परन्तप,-,च परन्तप
परन्तप,-,परन्तप
कर्माणि प्रविभक्तानि,-,कर्माणि प्रविभक्तानि
प्रविभक्तानि स्वभावप्रभवैस्,-,प्रविभक्तानि स्वभावप्रभवैस्
स्वभावप्रभवैस् गुणैस्,- [[ससजुषो रुः (8.2.66)]] [[तस्य लोपः (1.3.9)]],स्वभावप्रभवैर् गुणैस्
गुणैस्,- [[ससजुषो रुः (8.2.66)]] [[तस्य लोपः (1.3.9)]] [[खरवसानयोर्विसर्जनीयः (8.3.15)]],गुणैः
