पद समूह,सूत्राणि,संधि-कृत रूप
इन्द्रियार्थेषु वैराग्यम्,-,इन्द्रियार्थेषु वैराग्यम्
वैराग्यम् अनहङ्कारस्,-,वैराग्यम् अनहङ्कारस्
अनहङ्कारस् एव,- [[ससजुषो रुः (8.2.66)]] [[तस्य लोपः (1.3.9)]] [[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]] [[लोपः शाकल्यस्य (8.3.19)]],अनहङ्कार एव
एव च,-,एव च
च,-,च
जन्ममृत्युजराव्याधिदुःखदोषानुदर्शनम्,-,जन्ममृत्युजराव्याधिदुःखदोषानुदर्शनम्
