पद समूह,सूत्राणि,संधि-कृत रूप
कट्वम्ललवणात्युष्णतीक्ष्णरूक्षविदाहिनस्,- [[ससजुषो रुः (8.2.66)]] [[तस्य लोपः (1.3.9)]] [[खरवसानयोर्विसर्जनीयः (8.3.15)]],कट्वम्ललवणात्युष्णतीक्ष्णरूक्षविदाहिनः
आहारास् राजसस्य,- [[ससजुषो रुः (8.2.66)]] [[तस्य लोपः (1.3.9)]] [[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]] [[हलि सर्वेषाम् (8.3.22)]],आहारा राजसस्य
राजसस्य इष्टास्,- [[आद्गुणः (6.1.87)]],राजसस्येष्टास्
राजसस्येष्टास् दुःखशोकामयप्रदास्,- [[ससजुषो रुः (8.2.66)]] [[तस्य लोपः (1.3.9)]] [[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]] [[हलि सर्वेषाम् (8.3.22)]],राजसस्येष्टा दुःखशोकामयप्रदास्
दुःखशोकामयप्रदास्,- [[ससजुषो रुः (8.2.66)]] [[तस्य लोपः (1.3.9)]] [[खरवसानयोर्विसर्जनीयः (8.3.15)]],दुःखशोकामयप्रदाः
