पद समूह,सूत्राणि,संधि-कृत रूप
अशास्त्रविहितम् घोरम्,- [[मोऽनुस्वारः (8.3.23)]],अशास्त्रविहितं घोरम्
घोरम् तप्यन्ते,- [[मोऽनुस्वारः (8.3.23)]],घोरं तप्यन्ते
तप्यन्ते ये,-,तप्यन्ते ये
ये तपस्,-,ये तपस्
तपस् जनास्,- [[ससजुषो रुः (8.2.66)]] [[तस्य लोपः (1.3.9)]] [[हशि च (6.1.114)]] [[आद्गुणः (6.1.87)]],तपो जनास्
जनास्,- [[ससजुषो रुः (8.2.66)]] [[तस्य लोपः (1.3.9)]] [[खरवसानयोर्विसर्जनीयः (8.3.15)]],जनाः
दम्भाहंकारसंयुक्तास् कामरागबलान्वितास्,- [[ससजुषो रुः (8.2.66)]] [[तस्य लोपः (1.3.9)]] [[खरवसानयोर्विसर्जनीयः (8.3.15)]] [[कुप्वोः ≍क≍पौ च (8.3.37)]],दम्भाहंकारसंयुक्ताः कामरागबलान्वितास्
कामरागबलान्वितास्,- [[ससजुषो रुः (8.2.66)]] [[तस्य लोपः (1.3.9)]] [[खरवसानयोर्विसर्जनीयः (8.3.15)]],कामरागबलान्विताः
